docId	firstName	lastName	key	twitterHandle	stateCode	chamber	senateRank	houseDistrict	party	startTerm	endTerm	url	phone
trey-hollingsworth	Trey	Hollingsworth	IN-rep-9	VoteForTrey	IN	rep		9	Republican	1/3/2019	1/3/2021	https://hollingsworth.house.gov	(202) 225-5315
kendra-horn	Kendra	Horn	OK-rep-5	RepKendraHorn	OK	rep		5	Democrat	1/3/2019	1/3/2021		(202) 225-2132
steven-horsford	Steven	Horsford	NV-rep-4	RepHorsford	NV	rep		4	Democrat	1/3/2019	1/3/2021	http://horsford.house.gov	(202) 225-9894
chrissy-houlahan	Chrissy	Houlahan	PA-rep-6	RepHoulahan	PA	rep		6	Democrat	1/3/2019	1/3/2021		(202) 225-4315
steny-hoyer	Steny	Hoyer	MD-rep-5	WhipHoyer	MD	rep		5	Democrat	1/5/2011	1/3/2013	http://hoyer.house.gov	202-225-4131
richard-hudson	Richard	Hudson	NC-rep-8	RepRichHudson	NC	rep		8	Republican	1/3/2019	1/3/2021	https://hudson.house.gov	(202) 225-3715
jared-huffman	Jared	Huffman	CA-rep-2	RepHuffman	CA	rep		2	Democrat	1/3/2019	1/3/2021	https://huffman.house.gov	(202) 225-5161
bill-huizenga	Bill	Huizenga	MI-rep-2	RepHuizenga	MI	rep		2	Republican	1/3/2019	1/3/2021	https://huizenga.house.gov	(202) 225-4401
duncan-hunter	Duncan	Hunter	CA-rep-50	Rep_Hunter	CA	rep		50	Republican	1/3/2019	1/3/2021	https://hunter.house.gov	(202) 225-5672
will-hurd	Will	Hurd	TX-rep-23	HurdOnTheHill	TX	rep		23	Republican	1/3/2019	1/3/2021	https://hurd.house.gov	(202) 225-4511
sheila-jackson-lee	Sheila	Jackson Lee	TX-rep-18	JacksonLeeTX18	TX	rep		18	Democrat	1/3/2019	1/3/2021	https://jacksonlee.house.gov	(202) 225-3816
pramila-jayapal	Pramila	Jayapal	WA-rep-7	PramilaJayapal	WA	rep		7	Democrat	1/3/2019	1/3/2021	https://jayapal.house.gov	(202) 225-3106
hakeem-jeffries	Hakeem	Jeffries	NY-rep-8	RepJeffries	NY	rep		8	Democrat	1/3/2019	1/3/2021	https://jeffries.house.gov	(202) 225-5936
henry-johnson	Henry	Johnson	GA-rep-4	RepHankJohnson	GA	rep		4	Democrat	1/3/2019	1/3/2021	https://hankjohnson.house.gov	(202) 225-1605
mike-johnson	Mike	Johnson	LA-rep-4	RepMikeJohnson	LA	rep		4	Republican	1/3/2019	1/3/2021	https://mikejohnson.house.gov	(202) 225-2777
bill-johnson	Bill	Johnson	OH-rep-6	RepBillJohnson	OH	rep		6	Republican	1/3/2019	1/3/2021	https://billjohnson.house.gov	(202) 225-5705
dusty-johnson	Dusty	Johnson	SD-rep-0	RepDustyJohnson	SD	rep		0	Republican	1/3/2019	1/3/2021		(202) 225-2801
eddie-johnson	Eddie	Johnson	TX-rep-30	RepEBJ	TX	rep		30	Democrat	1/3/2019	1/3/2021	https://ebjohnson.house.gov	(202) 225-8885
walter-jones	Walter	Jones	NC-rep-3	RepWalterJones	NC	rep		3	Republican	1/3/2019	1/3/2021	https://jones.house.gov	(202) 225-3415
jim-jordan	Jim	Jordan	OH-rep-4	Jim_Jordan	OH	rep		4	Republican	1/3/2019	1/3/2021	https://jordan.house.gov	(202) 225-2676
david-joyce	David	Joyce	OH-rep-14	RepDaveJoyce	OH	rep		14	Republican	1/3/2019	1/3/2021	https://joyce.house.gov	(202) 225-5731
john-joyce	John	Joyce	PA-rep-13	RepJohnJoyce	PA	rep		13	Republican	1/3/2019	1/3/2021		(202) 225-2431
marcy-kaptur	Marcy	Kaptur	OH-rep-9	RepMarcyKaptur	OH	rep		9	Democrat	1/3/2013	1/3/2015	http://www.kaptur.house.gov	202-225-4146
john-katko	John	Katko	NY-rep-24	RepJohnKatko	NY	rep		24	Republican	1/3/2019	1/3/2021	https://katko.house.gov	(202) 225-3701
william-keating	William	Keating	MA-rep-9	USRepKeating	MA	rep		9	Democrat	1/3/2019	1/3/2021	https://keating.house.gov	(202) 225-3111
robin-kelly	Robin	Kelly	IL-rep-2	MikeKellyforPA	IL	rep		2	Democrat	1/3/2019	1/3/2021	https://robinkelly.house.gov	(202) 225-0773
trent-kelly	Trent	Kelly	MS-rep-1	RepRobinKelly	MS	rep		1	Republican	1/3/2019	1/3/2021	https://trentkelly.house.gov	(202) 225-4306
mike-kelly	Mike	Kelly	PA-rep-16	RepTrentKelly	PA	rep		16	Republican	1/3/2019	1/3/2021	https://kelly.house.gov	(202) 225-5406
joseph-kennedy	Joseph	Kennedy	MA-rep-4	RepJoeKennedy	MA	rep		4	Democrat	1/3/2019	1/3/2021	https://kennedy.house.gov	(202) 225-5931
ro-khanna	Ro	Khanna	CA-rep-17	RoKhannaUSA	CA	rep		17	Democrat	1/3/2019	1/3/2021	https://khanna.house.gov	(202) 225-2631
daniel-kildee	Daniel	Kildee	MI-rep-5	RepDanKildee	MI	rep		5	Democrat	1/3/2019	1/3/2021	https://dankildee.house.gov	(202) 225-3611
derek-kilmer	Derek	Kilmer	WA-rep-6	RepDerekKilmer	WA	rep		6	Democrat	1/3/2019	1/3/2021	https://kilmer.house.gov	(202) 225-5916
andy-kim	Andy	Kim	NJ-rep-3	RepAndyKimNJ	NJ	rep		3	Democrat	1/3/2019	1/3/2021		(202) 225-4765
ron-kind	Ron	Kind	WI-rep-3	RepRonKind	WI	rep		3	Democrat	1/3/2019	1/3/2021	https://kind.house.gov	(202) 225-5506
steve-king	Steve	King	IA-rep-4	RepPeteKing	IA	rep		4	Republican	1/3/2019	1/3/2021	https://steveking.house.gov	(202) 225-4426
peter-king	Peter	King	NY-rep-2	SteveKingIA	NY	rep		2	Republican	1/3/2019	1/3/2021	https://peteking.house.gov	(202) 225-7896
adam-kinzinger	Adam	Kinzinger	IL-rep-16	RepKinzinger	IL	rep		16	Republican	1/3/2019	1/3/2021	https://kinzinger.house.gov	(202) 225-3635
ann-kirkpatrick	Ann	Kirkpatrick	AZ-rep-2	RepKirkPatrick	AZ	rep		2	Democrat	1/3/2019	1/3/2021	http://kirkpatrick.house.gov	(202) 225-2542
raja-krishnamoorthi	Raja	Krishnamoorthi	IL-rep-8	RajaForCongress	IL	rep		8	Democrat	1/3/2019	1/3/2021	https://krishnamoorthi.house.gov	(202) 225-3711
ann-kuster	Ann	Kuster	NH-rep-2	RepAnnieKuster	NH	rep		2	Democrat	1/3/2019	1/3/2021	https://kuster.house.gov	(202) 225-5206
david-kustoff	David	Kustoff	TN-rep-8	DavidKustoff	TN	rep		8	Republican	1/3/2019	1/3/2021	https://kustoff.house.gov	(202) 225-4714
darin-lahood	Darin	LaHood	IL-rep-18	ElectLaHood	IL	rep		18	Republican	1/3/2019	1/3/2021	https://lahood.house.gov	(202) 225-6201
doug-lamalfa	Doug	LaMalfa	CA-rep-1	RepLaMalfa	CA	rep		1	Republican	1/3/2019	1/3/2021	https://lamalfa.house.gov	(202) 225-3076
conor-lamb	Conor	Lamb	PA-rep-17	RepConorLamb	PA	rep		17	Democrat	1/3/2019	1/3/2021	https://lamb.house.gov/	(202) 225-2301
doug-lamborn	Doug	Lamborn	CO-rep-5	RepDLamborn	CO	rep		5	Republican	1/3/2019	1/3/2021	https://lamborn.house.gov	(202) 225-4422
james-langevin	James	Langevin	RI-rep-2	jimlangevin	RI	rep		2	Democrat	1/3/2019	1/3/2021	https://langevin.house.gov	(202) 225-2735
rick-larsen	Rick	Larsen	WA-rep-2	RepRickLarsen	WA	rep		2	Democrat	1/3/2019	1/3/2021	https://larsen.house.gov	(202) 225-2605
john-larson	John	Larson	CT-rep-1	RepJohnLarson	CT	rep		1	Democrat	1/3/2019	1/3/2021	https://larson.house.gov	(202) 225-2265
robert-latta	Robert	Latta	OH-rep-5	boblatta	OH	rep		5	Republican	1/3/2019	1/3/2021	https://latta.house.gov	(202) 225-6405
brenda-lawrence	Brenda	Lawrence	MI-rep-14	RepLawrence	MI	rep		14	Democrat	1/3/2019	1/3/2021	https://lawrence.house.gov	(202) 225-5802
al-lawson	Al	Lawson	FL-rep-5	AlLawsonJr	FL	rep		5	Democrat	1/3/2019	1/3/2021	https://lawson.house.gov	(202) 225-0123
barbara-lee	Barbara	Lee	CA-rep-13	RepBarbaraLee	CA	rep		13	Democrat	1/3/2019	1/3/2021	https://lee.house.gov	(202) 225-2661
susie-lee	Susie	Lee	NV-rep-3	RepSusieLee	NV	rep		3	Democrat	1/3/2019	1/3/2021		(202) 225-3252
debbie-lesko	Debbie	Lesko	AZ-rep-8	RepDLesko	AZ	rep		8	Republican	1/3/2019	1/3/2021	https://lesko.house.gov/	(202) 225-4576
mike-levin	Mike	Levin	CA-rep-49	RepMikeLevin	CA	rep		49	Democrat	1/3/2019	1/3/2021		(202) 225-3906
andy-levin	Andy	Levin	MI-rep-9	repsandylevin	MI	rep		9	Democrat	1/3/2019	1/3/2021		(202) 225-4961
john-lewis	John	Lewis	GA-rep-5	repjohnlewis	GA	rep		5	Democrat	1/3/2017	1/3/2019	https://johnlewis.house.gov	202-225-3801
ted-lieu	Ted	Lieu	CA-rep-33	RepTedLieu	CA	rep		33	Democrat	1/3/2019	1/3/2021	https://lieu.house.gov	(202) 225-3976
daniel-lipinski	Daniel	Lipinski	IL-rep-3	RepLipinski	IL	rep		3	Democrat	1/3/2019	1/3/2021	https://lipinski.house.gov	(202) 225-5701
david-loebsack	David	Loebsack	IA-rep-2	daveloebsack	IA	rep		2	Democrat	1/3/2019	1/3/2021	https://loebsack.house.gov	(202) 225-6576
zoe-lofgren	Zoe	Lofgren	CA-rep-19	RepZoeLofgren	CA	rep		19	Democrat	1/3/2019	1/3/2021	https://lofgren.house.gov	(202) 225-3072
billy-long	Billy	Long	MO-rep-7	USRepLong	MO	rep		7	Republican	1/3/2019	1/3/2021	https://long.house.gov	(202) 225-6536
barry-loudermilk	Barry	Loudermilk	GA-rep-11	RepLoudermilk	GA	rep		11	Republican	1/3/2019	1/3/2021	https://loudermilk.house.gov	(202) 225-2931
alan-lowenthal	Alan	Lowenthal	CA-rep-47	RepLowenthal	CA	rep		47	Democrat	1/3/2019	1/3/2021	https://lowenthal.house.gov	(202) 225-7924
nita-lowey	Nita	Lowey	NY-rep-17	NitaLowey	NY	rep		17	Democrat	1/3/2019	1/3/2021	https://lowey.house.gov	(202) 225-6506
frank-lucas	Frank	Lucas	OK-rep-3	RepFrankLucas	OK	rep		3	Republican	1/3/2019	1/3/2021	https://lucas.house.gov	(202) 225-5565
blaine-luetkemeyer	Blaine	Luetkemeyer	MO-rep-3	RepBlainePress	MO	rep		3	Republican	1/3/2019	1/3/2021	https://luetkemeyer.house.gov	(202) 225-2956
ben-lujan	Ben	Luj'an	NM-rep-3	repbenraylujan	NM	rep		3	Democrat	1/3/2019	1/3/2021	https://lujan.house.gov	(202) 225-6190
elaine-luria	Elaine	Luria	VA-rep-2	RepElaineLuria	VA	rep		2	Democrat	1/3/2019	1/3/2021		(202) 225-4215
stephen-lynch	Stephen	Lynch	MA-rep-8	RepStephenLynch	MA	rep		8	Democrat	1/3/2019	1/3/2021	https://lynch.house.gov	(202) 225-8273
tom-malinowski	Tom	Malinowski	NJ-rep-7	RepMalinowski	NJ	rep		7	Democrat	1/3/2019	1/3/2021		(202) 225-5361
carolyn-maloney	Carolyn	Maloney	NY-rep-12	RepMaloney	NY	rep		12	Democrat	1/3/2019	1/3/2021	https://maloney.house.gov	(202) 225-7944
sean-maloney	Sean	Maloney	NY-rep-18	RepSeanMaloney	NY	rep		18	Democrat	1/3/2019	1/3/2021	https://seanmaloney.house.gov	(202) 225-5441
kenny-marchant	Kenny	Marchant	TX-rep-24	RepKenMarchant	TX	rep		24	Republican	1/3/2019	1/3/2021	https://marchant.house.gov	(202) 225-6605
tom-marino	Tom	Marino	PA-rep-12		PA	rep		12	Republican	1/3/2019	1/3/2021	https://marino.house.gov	(202) 225-3731
roger-marshall	Roger	Marshall	KS-rep-1	RogerMarshallMD	KS	rep		1	Republican	1/3/2019	1/3/2021	https://marshall.house.gov	(202) 225-2715
thomas-massie	Thomas	Massie	KY-rep-4	RepThomasMassie	KY	rep		4	Republican	1/3/2019	1/3/2021	https://massie.house.gov	(202) 225-3465
brian-mast	Brian	Mast	FL-rep-18	BrianMastFL	FL	rep		18	Republican	1/3/2019	1/3/2021	https://mast.house.gov	(202) 225-3026
doris-matsui	Doris	Matsui	CA-rep-6	DorisMatsui	CA	rep		6	Democrat	1/3/2019	1/3/2021	http://matsui.house.gov	(202) 225-7163
ben-mcadams	Ben	McAdams	UT-rep-4	RepBenMcAdams	UT	rep		4	Democrat	1/3/2019	1/3/2021		(202) 225-3011
lucy-mcbath	Lucy	McBath	GA-rep-6	RepLucyMcBath	GA	rep		6	Democrat	1/3/2019	1/3/2021		(202) 225-4501
kevin-mccarthy	Kevin	McCarthy	CA-rep-23	GOPLeader	CA	rep		23	Republican	1/3/2019	1/3/2021	https://kevinmccarthy.house.gov	(202) 225-2915
michael-mccaul	Michael	McCaul	TX-rep-10	RepMcCaul	TX	rep		10	Republican	1/3/2019	1/3/2021	https://mccaul.house.gov	(202) 225-2401
tom-mcclintock	Tom	McClintock	CA-rep-4	RepMcClintock	CA	rep		4	Republican	1/3/2019	1/3/2021	https://mcclintock.house.gov	(202) 225-2511
betty-mccollum	Betty	McCollum	MN-rep-4	BettyMcCollum04	MN	rep		4	Democrat	1/3/2019	1/3/2021	https://mccollum.house.gov	(202) 225-6631
a-mceachin	A.	McEachin	VA-rep-4	Donald_McEachin	VA	rep		4	Democrat	1/3/2019	1/3/2021	https://mceachin.house.gov	(202) 225-6365
james-mcgovern	James	McGovern	MA-rep-2	RepMcGovern	MA	rep		2	Democrat	1/3/2019	1/3/2021	https://mcgovern.house.gov	(202) 225-6101
patrick-mchenry	Patrick	McHenry	NC-rep-10	PatrickMcHenry	NC	rep		10	Republican	1/3/2019	1/3/2021	https://mchenry.house.gov	(202) 225-2576
david-mckinley	David	McKinley	WV-rep-1	RepMcKinley	WV	rep		1	Republican	1/3/2019	1/3/2021	https://mckinley.house.gov	(202) 225-4172
cathy-mcmorris-rodgers	Cathy	McMorris Rodgers	WA-rep-5	cathymcmorris	WA	rep		5	Republican	1/3/2019	1/3/2021	https://mcmorris.house.gov	(202) 225-2006
jerry-mcnerney	Jerry	McNerney	CA-rep-9	RepMcNerney	CA	rep		9	Democrat	1/3/2019	1/3/2021	https://mcnerney.house.gov	(202) 225-1947
mark-meadows	Mark	Meadows	NC-rep-11	RepMarkMeadows	NC	rep		11	Republican	1/3/2019	1/3/2021	https://meadows.house.gov	(202) 225-6401
gregory-meeks	Gregory	Meeks	NY-rep-5	GregoryMeeks	NY	rep		5	Democrat	1/3/2019	1/3/2021	https://meeks.house.gov	(202) 225-3461
grace-meng	Grace	Meng	NY-rep-6	RepGraceMeng	NY	rep		6	Democrat	1/3/2019	1/3/2021	https://meng.house.gov	(202) 225-2601
daniel-meuser	Daniel	Meuser	PA-rep-9	RepMeuser	PA	rep		9	Republican	1/3/2019	1/3/2021		(202) 225-6511
carol-miller	Carol	Miller	WV-rep-3	RepCarolMiller	WV	rep		3	Republican	1/3/2019	1/3/2021		(202) 225-3452
paul-mitchell	Paul	Mitchell	MI-rep-10	PaulMitchell4us	MI	rep		10	Republican	1/3/2019	1/3/2021	https://mitchell.house.gov	(202) 225-2106
john-moolenaar	John	Moolenaar	MI-rep-4	RepMoolenaar	MI	rep		4	Republican	1/3/2019	1/3/2021	https://moolenaar.house.gov	(202) 225-3561
alex-mooney	Alex	Mooney	WV-rep-2	RepAlexMooney	WV	rep		2	Republican	1/3/2019	1/3/2021	https://mooney.house.gov	(202) 225-2711
gwen-moore	Gwen	Moore	WI-rep-4	RepGwenMoore	WI	rep		4	Democrat	1/3/2019	1/3/2021	https://gwenmoore.house.gov	(202) 225-4572
joseph-morelle	Joseph	Morelle	NY-rep-25	RepJoeMorelle	NY	rep		25	Democrat	1/3/2019	1/3/2021	https://morelle.house.gov	(202) 225-3615
seth-moulton	Seth	Moulton	MA-rep-6	teammoulton	MA	rep		6	Democrat	1/3/2019	1/3/2021	https://moulton.house.gov	(202) 225-8020
debbie-mucarsel-powell	Debbie	Mucarsel-Powell	FL-rep-26	RepDMP	FL	rep		26	Democrat	1/3/2019	1/3/2021		(202) 225-2778
markwayne-mullin	Markwayne	Mullin	OK-rep-2	RepMullin	OK	rep		2	Republican	1/3/2019	1/3/2021	https://mullin.house.gov	(202) 225-2701
stephanie-murphy	Stephanie	Murphy	FL-rep-7	SMurphyCongress	FL	rep		7	Democrat	1/3/2019	1/3/2021	https://stephaniemurphy.house.gov	(202) 225-4035
jerrold-nadler	Jerrold	Nadler	NY-rep-10	RepJerryNadler	NY	rep		10	Democrat	1/3/2019	1/3/2021	https://nadler.house.gov	(202) 225-5635
grace-napolitano	Grace	Napolitano	CA-rep-32	gracenapolitano	CA	rep		32	Democrat	1/3/2019	1/3/2021	https://napolitano.house.gov	(202) 225-5256
richard-neal	Richard	Neal	MA-rep-1	RepRichardNeal	MA	rep		1	Democrat	1/3/2019	1/3/2021	https://neal.house.gov	(202) 225-5601
joe-neguse	Joe	Neguse	CO-rep-2	RepJoeNeguse	CO	rep		2	Democrat	1/3/2019	1/3/2021		(202) 225-2161
dan-newhouse	Dan	Newhouse	WA-rep-4	RepNewhouse	WA	rep		4	Republican	1/3/2019	1/3/2021	https://newhouse.house.gov	(202) 225-5816
donald-norcross	Donald	Norcross	NJ-rep-1	DonNorcross4NJ	NJ	rep		1	Democrat	1/3/2019	1/3/2021	https://norcross.house.gov	(202) 225-6501
ralph-norman	Ralph	Norman	SC-rep-5	RepRalphNorman	SC	rep		5	Republican	1/3/2019	1/3/2021	https://norman.house.gov	(202) 225-5501
devin-nunes	Devin	Nunes	CA-rep-22	Rep_DevinNunes	CA	rep		22	Republican	1/3/2019	1/3/2021	https://nunes.house.gov	(202) 225-2523
tom-ohalleran	Tom	O'Halleran	AZ-rep-1	TomOHalleran	AZ	rep		1	Democrat	1/3/2019	1/3/2021	https://ohalleran.house.gov	(202) 225-3361
alexandria-ocasio-cortez	Alexandria	Ocasio-Cortez	NY-rep-14	RepAOC	NY	rep		14	Democrat	1/3/2019	1/3/2021		(202) 225-3965
pete-olson	Pete	Olson	TX-rep-22	PeteOlson	TX	rep		22	Republican	1/3/2019	1/3/2021	https://olson.house.gov	(202) 225-5951
ilhan-omar	Ilhan	Omar	MN-rep-5	Ilhan	MN	rep		5	Democrat	1/3/2019	1/3/2021		(202) 225-4755
steven-palazzo	Steven	Palazzo	MS-rep-4	CongPalazzo	MS	rep		4	Republican	1/3/2019	1/3/2021	https://palazzo.house.gov	(202) 225-5772
frank-pallone	Frank	Pallone	NJ-rep-6	FrankPallone	NJ	rep		6	Democrat	1/3/2017	1/3/2019	https://pallone.house.gov	202-225-4671
gary-palmer	Gary	Palmer	AL-rep-6	USRepGaryPalmer	AL	rep		6	Republican	1/3/2019	1/3/2021	https://palmer.house.gov	(202) 225-4921
jimmy-panetta	Jimmy	Panetta	CA-rep-20	JimmyPanetta	CA	rep		20	Democrat	1/3/2019	1/3/2021	https://panetta.house.gov	(202) 225-2861
chris-pappas	Chris	Pappas	NH-rep-1	RepChrisPappas	NH	rep		1	Democrat	1/3/2019	1/3/2021		(202) 225-5456
bill-pascrell	Bill	Pascrell	NJ-rep-9	BillPascrell	NJ	rep		9	Democrat	1/3/2019	1/3/2021	https://pascrell.house.gov	(202) 225-5751
donald-payne	Donald	Payne	NJ-rep-10	RepDonaldPayne	NJ	rep		10	Democrat	1/3/2019	1/3/2021	https://payne.house.gov	(202) 225-3436
nancy-pelosi	Nancy	Pelosi	CA-rep-12	NancyPelosi	CA	rep		12	Democrat	1/3/2017	1/3/2019	https://pelosi.house.gov	202-225-4965
greg-pence	Greg	Pence	IN-rep-6	RepGregPence	IN	rep		6	Republican	1/3/2019	1/3/2021		(202) 225-3021
ed-perlmutter	Ed	Perlmutter	CO-rep-7	RepPerlmutter	CO	rep		7	Democrat	1/3/2019	1/3/2021	https://perlmutter.house.gov	(202) 225-2645
scott-perry	Scott	Perry	PA-rep-10	RepScottPerry	PA	rep		10	Republican	1/3/2019	1/3/2021	https://perry.house.gov	(202) 225-5836
scott-peters	Scott	Peters	CA-rep-52	RepScottPeters	CA	rep		52	Democrat	1/3/2019	1/3/2021	https://scottpeters.house.gov	(202) 225-0508
collin-peterson	Collin	Peterson	MN-rep-7	collinpeterson	MN	rep		7	Democrat	1/3/2019	1/3/2021	https://collinpeterson.house.gov	(202) 225-2165
dean-phillips	Dean	Phillips	MN-rep-3	RepDeanPhillips	MN	rep		3	Democrat	1/3/2019	1/3/2021		(202) 225-2871
chellie-pingree	Chellie	Pingree	ME-rep-1	chelliepingree	ME	rep		1	Democrat	1/3/2019	1/3/2021	https://pingree.house.gov	(202) 225-6116
mark-pocan	Mark	Pocan	WI-rep-2	repmarkpocan	WI	rep		2	Democrat	1/3/2019	1/3/2021	https://pocan.house.gov	(202) 225-2906
katie-porter	Katie	Porter	CA-rep-45	RepKatiePorter	CA	rep		45	Democrat	1/3/2019	1/3/2021		(202) 225-5611
bill-posey	Bill	Posey	FL-rep-8	congbillposey	FL	rep		8	Republican	1/3/2019	1/3/2021	https://posey.house.gov	(202) 225-3671
ayanna-pressley	Ayanna	Pressley	MA-rep-7	RepPressley	MA	rep		7	Democrat	1/3/2019	1/3/2021		(202) 225-5111
david-price	David	Price	NC-rep-4	RepDavidEPrice	NC	rep		4	Democrat	1/3/2019	1/3/2021	https://price.house.gov	(202) 225-1784
mike-quigley	Mike	Quigley	IL-rep-5	RepMikeQuigley	IL	rep		5	Democrat	1/3/2019	1/3/2021	https://quigley.house.gov	(202) 225-4061
jamie-raskin	Jamie	Raskin	MD-rep-8	Jamie_Raskin	MD	rep		8	Democrat	1/3/2019	1/3/2021	https://raskin.house.gov	(202) 225-5341
john-ratcliffe	John	Ratcliffe	TX-rep-4	RepRatcliffe	TX	rep		4	Republican	1/3/2019	1/3/2021	https://ratcliffe.house.gov	(202) 225-6673
tom-reed	Tom	Reed	NY-rep-23	RepTomReed	NY	rep		23	Republican	1/3/2019	1/3/2021	https://reed.house.gov	(202) 225-3161
guy-reschenthaler	Guy	Reschenthaler	PA-rep-14	GReschenthaler	PA	rep		14	Republican	1/3/2019	1/3/2021		(202) 225-2065
kathleen-rice	Kathleen	Rice	NY-rep-4	RepKathleenRice	NY	rep		4	Democrat	1/3/2019	1/3/2021	https://kathleenrice.house.gov	(202) 225-5516
tom-rice	Tom	Rice	SC-rep-7	RepTomRice	SC	rep		7	Republican	1/3/2019	1/3/2021	https://rice.house.gov	(202) 225-9895
cedric-richmond	Cedric	Richmond	LA-rep-2	RepRichmond	LA	rep		2	Democrat	1/3/2019	1/3/2021	https://richmond.house.gov	(202) 225-6636
denver-riggleman	Denver	Riggleman	VA-rep-5	RepRiggleman	VA	rep		5	Republican	1/3/2019	1/3/2021		(202) 225-4711
martha-roby	Martha	Roby	AL-rep-2	RepMarthaRoby	AL	rep		2	Republican	1/3/2019	1/3/2021	https://roby.house.gov	(202) 225-2901
david-roe	David	Roe	TN-rep-1	DrPhilRoe	TN	rep		1	Republican	1/3/2019	1/3/2021	https://roe.house.gov	(202) 225-6356
mike-rogers	Mike	Rogers	AL-rep-3	RepMikeRogersAL	AL	rep		3	Republican	1/3/2019	1/3/2021	https://mikerogers.house.gov	(202) 225-3261
harold-rogers	Harold	Rogers	KY-rep-5	RepHalRogers	KY	rep		5	Republican	1/5/2011	1/3/2013	http://halrogers.house.gov	202-225-4601
francis-rooney	Francis	Rooney	FL-rep-19	FrancisRooney	FL	rep		19	Republican	1/3/2019	1/3/2021	https://francisrooney.house.gov	(202) 225-2536
max-rose	Max	Rose	NY-rep-11	RepMaxRose	NY	rep		11	Democrat	1/3/2019	1/3/2021		(202) 225-3371
john-rose	John	Rose	TN-rep-6	RepJohnRose	TN	rep		6	Republican	1/3/2019	1/3/2021		(202) 225-4231
harley-rouda	Harley	Rouda	CA-rep-48	RepHarley	CA	rep		48	Democrat	1/3/2019	1/3/2021		(202) 225-2415
david-rouzer	David	Rouzer	NC-rep-7	RepDavidRouzer	NC	rep		7	Republican	1/3/2019	1/3/2021	https://rouzer.house.gov	(202) 225-2731
chip-roy	Chip	Roy	TX-rep-21	RepChipRoy	TX	rep		21	Republican	1/3/2019	1/3/2021		(202) 225-4236
lucille-roybal-allard	Lucille	Roybal-Allard	CA-rep-40	RepRoybalAllard	CA	rep		40	Democrat	1/3/2019	1/3/2021	https://roybal-allard.house.gov	(202) 225-1766
raul-ruiz	Raul	Ruiz	CA-rep-36	CongressmanRuiz	CA	rep		36	Democrat	1/3/2019	1/3/2021	https://ruiz.house.gov	(202) 225-5330
c-ruppersberger	C.	Ruppersberger	MD-rep-2	Call_Me_Dutch	MD	rep		2	Democrat	1/3/2019	1/3/2021	https://ruppersberger.house.gov	(202) 225-3061
bobby-rush	Bobby	Rush	IL-rep-1	RepBobbyRush	IL	rep		1	Democrat	1/3/2019	1/3/2021	https://rush.house.gov	(202) 225-4372
john-rutherford	John	Rutherford	FL-rep-4	JRutherfordFL	FL	rep		4	Republican	1/3/2019	1/3/2021	https://rutherford.house.gov	(202) 225-2501
tim-ryan	Tim	Ryan	OH-rep-13	RepTimRyan	OH	rep		13	Democrat	1/3/2019	1/3/2021	https://timryan.house.gov	(202) 225-5261
linda-sanchez	Linda	S'anchez	CA-rep-38	RepLindaSanchez	CA	rep		38	Democrat	1/3/2019	1/3/2021	https://lindasanchez.house.gov	(202) 225-6676
john-sarbanes	John	Sarbanes	MD-rep-3	RepSarbanes	MD	rep		3	Democrat	1/3/2019	1/3/2021	https://sarbanes.house.gov	(202) 225-4016
steve-scalise	Steve	Scalise	LA-rep-1	SteveScalise	LA	rep		1	Republican	1/3/2019	1/3/2021	https://scalise.house.gov	(202) 225-3015
mary-scanlon	Mary	Scanlon	PA-rep-5	RepMGS	PA	rep		5	Democrat	1/3/2019	1/3/2021	https://scanlon.house.gov	(202) 225-2011
janice-schakowsky	Janice	Schakowsky	IL-rep-9	janschakowsky	IL	rep		9	Democrat	1/3/2019	1/3/2021	https://schakowsky.house.gov	(202) 225-2111
adam-schiff	Adam	Schiff	CA-rep-28	RepAdamSchiff	CA	rep		28	Democrat	1/3/2019	1/3/2021	https://schiff.house.gov	(202) 225-4176
bradley-schneider	Bradley	Schneider	IL-rep-10	RepSchneider	IL	rep		10	Democrat	1/3/2019	1/3/2021	https://schneider.house.gov	(202) 225-4835
kurt-schrader	Kurt	Schrader	OR-rep-5	RepSchrader	OR	rep		5	Democrat	1/3/2019	1/3/2021	https://schrader.house.gov	(202) 225-5711
kim-schrier	Kim	Schrier	WA-rep-8	RepKimSchrier	WA	rep		8	Democrat	1/3/2019	1/3/2021		(202) 225-7761
david-schweikert	David	Schweikert	AZ-rep-6	RepDavid	AZ	rep		6	Republican	1/3/2019	1/3/2021	https://schweikert.house.gov	(202) 225-2190
david-scott	David	Scott	GA-rep-13	AustinScottGA08	GA	rep		13	Democrat	1/3/2019	1/3/2021	https://davidscott.house.gov	(202) 225-2939
austin-scott	Austin	Scott	GA-rep-8	repdavidscott	GA	rep		8	Republican	1/3/2019	1/3/2021	https://austinscott.house.gov	(202) 225-6531
robert-scott	Robert	Scott	VA-rep-3	repbobbyscott	VA	rep		3	Democrat	1/3/2019	1/3/2021	https://bobbyscott.house.gov	(202) 225-8351
f-sensenbrenner	F.	Sensenbrenner	WI-rep-5	JimPressOffice	WI	rep		5	Republican	1/6/2009	1/3/2011	http://www.house.gov/sensenbrenner	
jose-serrano	Jos'e	Serrano	NY-rep-15	RepJoseSerrano	NY	rep		15	Democrat	1/3/2019	1/3/2021	https://serrano.house.gov	(202) 225-4361
